,id,tipo,status
4350,814-44-6637,paquetes,cancelado
4351,141-75-6741,comida,No Dsiponible
4352,190-45-2812,encomienda,No Dsiponible
4353,034-67-6082,encomienda,en curso
4354,302-48-4615,comida,aceptado
4355,220-97-3278,encomienda,finalizado
4356,829-64-3741,encomienda,aceptado
4357,351-42-9465,paquetes,No Dsiponible
4358,072-29-3943,paquetes,cancelado
4359,985-55-5789,viaje,finalizado
4360,368-84-4650,encomienda,aceptado
4361,328-30-8908,paquetes,cancelado
4362,074-41-0907,paquetes,aceptado
4363,960-42-7333,paquetes,finalizado
4364,885-45-5434,viaje,cancelado
4365,128-41-7946,comida,finalizado
4366,571-84-5557,paquetes,Disponible
4367,952-11-6550,encomienda,aceptado
4368,479-90-8723,paquetes,Disponible
4369,939-14-8916,viaje,No Dsiponible
4370,997-18-4043,encomienda,finalizado
4371,583-85-6331,puerta a puerta,No Dsiponible
4372,751-51-9528,viaje,No Dsiponible
4373,636-04-1498,encomienda,en curso
4374,112-95-5672,encomienda,cancelado
4375,944-00-6734,encomienda,finalizado
4376,433-40-5141,encomienda,aceptado
4377,731-21-1425,paquetes,cancelado
4378,214-15-3182,comida,No Dsiponible
4379,514-60-6797,puerta a puerta,No Dsiponible
4380,919-88-4487,viaje,finalizado
4381,843-74-8141,puerta a puerta,en curso
4382,683-49-2190,paquetes,cancelado
4383,598-69-9264,comida,cancelado
4384,152-96-3023,viaje,Disponible
4385,416-52-3994,puerta a puerta,aceptado
4386,785-12-2978,comida,cancelado
4387,177-25-6952,puerta a puerta,cancelado
4388,006-03-5045,puerta a puerta,finalizado
4389,956-28-3700,comida,cancelado
4390,904-59-8447,encomienda,No Dsiponible
4391,801-46-2112,comida,aceptado
4392,790-64-9633,encomienda,en curso
4393,945-09-9294,comida,cancelado
4394,112-03-1715,viaje,Disponible
4395,401-56-3762,viaje,cancelado
4396,760-84-8249,comida,en curso
4397,200-05-3373,comida,aceptado
4398,502-78-4005,viaje,cancelado
4399,635-05-5800,viaje,en curso
4400,481-18-3181,comida,No Dsiponible
4401,036-36-7328,paquetes,aceptado
4402,514-27-3183,encomienda,aceptado
4403,320-23-6337,encomienda,No Dsiponible
4404,919-94-4537,viaje,Disponible
4405,501-20-0183,puerta a puerta,cancelado
4406,512-21-1512,puerta a puerta,Disponible
4407,029-34-8499,encomienda,aceptado
4408,991-50-3735,paquetes,en curso
4409,245-15-5332,viaje,finalizado
4410,227-39-2372,puerta a puerta,cancelado
4411,453-15-2241,paquetes,No Dsiponible
4412,154-26-5098,encomienda,en curso
4413,705-82-8468,comida,Disponible
4414,834-73-5704,puerta a puerta,aceptado
4415,251-62-1609,paquetes,finalizado
4416,607-09-3403,puerta a puerta,cancelado
4417,776-74-1288,comida,No Dsiponible
4418,837-72-9839,comida,aceptado
4419,198-14-8951,puerta a puerta,finalizado
4420,995-98-0561,paquetes,cancelado
4421,601-72-9029,puerta a puerta,en curso
4422,673-05-5318,comida,cancelado
4423,271-44-3367,comida,aceptado
4424,772-67-5253,viaje,finalizado
4425,004-07-8237,paquetes,aceptado
4426,006-28-0337,puerta a puerta,aceptado
4427,364-57-1983,paquetes,en curso
4428,380-14-9475,paquetes,finalizado
4429,563-76-9180,paquetes,No Dsiponible
4430,282-48-2517,comida,aceptado
4431,408-71-4408,paquetes,No Dsiponible
4432,434-09-6471,encomienda,No Dsiponible
4433,752-51-1867,comida,en curso
4434,815-70-2008,puerta a puerta,cancelado
4435,481-78-9418,puerta a puerta,finalizado
4436,862-94-9077,puerta a puerta,cancelado
4437,260-82-9207,paquetes,aceptado
4438,361-46-1751,paquetes,finalizado
4439,689-72-5198,puerta a puerta,en curso
4440,742-97-7491,puerta a puerta,No Dsiponible
4441,970-77-4447,viaje,Disponible
4442,406-50-7253,viaje,Disponible
4443,942-12-9095,viaje,finalizado
4444,619-70-8559,encomienda,en curso
4445,597-13-7322,puerta a puerta,en curso
4446,150-90-5228,encomienda,finalizado
4447,322-89-4101,viaje,aceptado
4448,028-21-0550,puerta a puerta,aceptado
4449,891-50-0411,comida,en curso
4450,458-48-8232,encomienda,cancelado
4451,609-96-7105,puerta a puerta,Disponible
4452,577-31-4551,puerta a puerta,Disponible
4453,685-05-3818,comida,en curso
4454,180-47-1843,comida,No Dsiponible
4455,737-75-7669,viaje,finalizado
4456,822-33-8988,puerta a puerta,finalizado
4457,694-53-3302,viaje,finalizado
4458,552-05-8671,viaje,Disponible
4459,087-68-1447,paquetes,finalizado
4460,671-45-6110,comida,cancelado
4461,584-26-3937,encomienda,Disponible
4462,261-41-6793,encomienda,finalizado
4463,786-45-4237,paquetes,No Dsiponible
4464,880-02-8541,paquetes,finalizado
4465,608-61-3064,viaje,aceptado
4466,415-31-5372,viaje,Disponible
4467,254-17-1242,encomienda,aceptado
4468,687-62-8279,paquetes,cancelado
4469,774-59-1483,paquetes,cancelado
4470,801-87-5033,encomienda,aceptado
4471,410-60-8980,puerta a puerta,Disponible
4472,903-79-0782,puerta a puerta,en curso
4473,254-54-4583,paquetes,Disponible
4474,015-08-4146,encomienda,cancelado
4475,861-88-0882,comida,Disponible
4476,415-96-3276,puerta a puerta,Disponible
4477,898-78-3402,encomienda,finalizado
4478,297-26-4482,viaje,No Dsiponible
4479,378-50-7578,puerta a puerta,No Dsiponible
4480,852-38-2444,paquetes,cancelado
4481,155-65-8776,encomienda,en curso
4482,225-93-8548,encomienda,Disponible
4483,563-61-3559,encomienda,No Dsiponible
4484,744-99-5298,paquetes,en curso
4485,097-76-0059,paquetes,Disponible
4486,891-47-9785,puerta a puerta,aceptado
4487,211-23-6686,comida,Disponible
4488,327-41-9213,viaje,Disponible
4489,256-47-8834,puerta a puerta,No Dsiponible
4490,870-07-9642,comida,aceptado
4491,910-65-3599,puerta a puerta,Disponible
4492,063-83-1101,puerta a puerta,en curso
4493,808-81-2461,puerta a puerta,cancelado
4494,254-17-2695,paquetes,en curso
4495,989-98-0793,comida,finalizado
4496,945-46-1039,comida,cancelado
4497,902-62-3998,encomienda,No Dsiponible
4498,437-80-8007,puerta a puerta,en curso
4499,529-44-5821,puerta a puerta,aceptado
4500,583-10-9104,viaje,cancelado
4501,788-57-2324,paquetes,aceptado
4502,884-90-4135,comida,finalizado
4503,559-82-4532,viaje,finalizado
4504,722-17-9538,puerta a puerta,aceptado
4505,646-63-0693,encomienda,en curso
4506,928-14-7878,puerta a puerta,finalizado
4507,274-03-1798,encomienda,Disponible
4508,193-07-6771,encomienda,Disponible
4509,262-79-5585,encomienda,finalizado
4510,720-54-3658,puerta a puerta,finalizado
4511,370-16-2582,comida,finalizado
4512,373-37-7806,viaje,Disponible
4513,888-92-9207,viaje,en curso
4514,740-88-2000,encomienda,cancelado
4515,075-68-7904,paquetes,Disponible
4516,255-28-7476,viaje,en curso
4517,980-79-6764,paquetes,en curso
4518,267-07-3311,comida,cancelado
4519,657-68-7830,puerta a puerta,en curso
4520,107-58-0135,comida,Disponible
4521,589-80-6221,encomienda,en curso
4522,112-54-3280,paquetes,en curso
4523,393-70-3878,comida,finalizado
4524,850-13-9826,encomienda,finalizado
4525,634-01-5279,comida,Disponible
4526,120-16-0714,puerta a puerta,cancelado
4527,921-53-0170,encomienda,finalizado
4528,477-31-9681,encomienda,finalizado
4529,324-77-2322,puerta a puerta,Disponible
4530,289-43-0661,paquetes,No Dsiponible
4531,750-55-7455,comida,aceptado
4532,571-72-2454,encomienda,Disponible
4533,150-96-7360,puerta a puerta,cancelado
4534,111-06-9010,comida,No Dsiponible
4535,348-21-3887,paquetes,en curso
4536,481-94-1815,viaje,finalizado
4537,102-21-4900,viaje,No Dsiponible
4538,170-13-8277,encomienda,aceptado
4539,313-35-6485,puerta a puerta,aceptado
4540,852-80-0401,comida,en curso
4541,275-00-5163,viaje,Disponible
4542,381-12-9197,puerta a puerta,No Dsiponible
4543,596-58-5613,puerta a puerta,finalizado
4544,646-62-0338,viaje,aceptado
4545,194-36-9723,encomienda,No Dsiponible
4546,266-64-0889,viaje,aceptado
4547,986-59-4299,comida,en curso
4548,609-55-2430,paquetes,en curso
4549,019-91-5962,encomienda,Disponible
4550,646-40-5868,puerta a puerta,aceptado
4551,183-37-5919,encomienda,finalizado
4552,990-39-3659,viaje,aceptado
4553,690-99-5635,puerta a puerta,finalizado
4554,921-91-0236,puerta a puerta,No Dsiponible
4555,001-90-8188,viaje,Disponible
4556,948-61-9534,encomienda,Disponible
4557,068-61-2212,paquetes,finalizado
4558,184-78-7549,encomienda,No Dsiponible
4559,886-46-7670,viaje,cancelado
4560,937-57-9958,puerta a puerta,finalizado
4561,247-66-7955,comida,Disponible
4562,364-10-6509,viaje,No Dsiponible
4563,340-64-8096,paquetes,Disponible
4564,461-96-0401,paquetes,aceptado
4565,046-17-3182,encomienda,aceptado
4566,639-06-7403,paquetes,Disponible
4567,937-74-9916,paquetes,No Dsiponible
4568,886-77-2976,puerta a puerta,cancelado
4569,115-44-9589,encomienda,en curso
4570,293-23-3055,encomienda,Disponible
4571,090-93-7253,paquetes,finalizado
4572,447-50-4640,paquetes,No Dsiponible
4573,082-37-1463,viaje,finalizado
4574,490-75-7855,viaje,finalizado
4575,348-20-7902,viaje,Disponible
4576,619-90-2162,puerta a puerta,cancelado
4577,388-46-5701,puerta a puerta,Disponible
4578,513-75-7859,viaje,No Dsiponible
4579,070-12-6461,viaje,aceptado
4580,438-97-1752,paquetes,cancelado
4581,850-09-0857,paquetes,Disponible
4582,841-42-2100,encomienda,aceptado
4583,666-82-8501,viaje,Disponible
4584,428-17-1274,paquetes,aceptado
4585,182-33-0461,puerta a puerta,No Dsiponible
4586,629-58-5227,encomienda,cancelado
4587,130-88-1621,puerta a puerta,No Dsiponible
4588,510-48-6240,puerta a puerta,en curso
4589,650-95-7336,puerta a puerta,aceptado
4590,444-68-9749,paquetes,cancelado
4591,694-72-4617,puerta a puerta,cancelado
4592,768-53-4077,viaje,No Dsiponible
4593,798-31-2530,paquetes,aceptado
4594,864-27-9090,encomienda,No Dsiponible
4595,491-96-5211,encomienda,aceptado
4596,786-10-1176,encomienda,Disponible
4597,707-66-8994,encomienda,No Dsiponible
4598,914-82-8418,paquetes,finalizado
4599,692-57-3633,viaje,No Dsiponible
4600,717-30-4746,comida,aceptado
4601,365-18-2112,viaje,Disponible
4602,552-21-9827,paquetes,Disponible
4603,018-14-4694,viaje,Disponible
4604,756-66-2184,paquetes,cancelado
4605,527-29-3339,viaje,cancelado
4606,146-00-5356,viaje,cancelado
4607,550-43-9866,comida,cancelado
4608,379-75-1372,puerta a puerta,Disponible
4609,055-00-0307,encomienda,aceptado
4610,866-86-0714,encomienda,aceptado
4611,442-02-3324,encomienda,Disponible
4612,514-13-4126,encomienda,en curso
4613,855-43-3900,viaje,cancelado
4614,634-62-2780,puerta a puerta,Disponible
4615,326-80-5674,viaje,Disponible
4616,655-90-1672,comida,No Dsiponible
4617,898-20-2997,encomienda,aceptado
4618,427-03-5822,puerta a puerta,aceptado
4619,299-42-7765,paquetes,cancelado
4620,726-56-6950,puerta a puerta,en curso
4621,675-12-4733,paquetes,finalizado
4622,008-24-0142,paquetes,Disponible
4623,230-59-5364,viaje,Disponible
4624,837-30-5562,viaje,en curso
4625,940-70-5868,encomienda,cancelado
4626,880-35-4229,viaje,Disponible
4627,678-20-7174,puerta a puerta,No Dsiponible
4628,816-76-7931,encomienda,cancelado
4629,849-44-8673,encomienda,aceptado
4630,911-39-6672,paquetes,cancelado
4631,040-96-5940,puerta a puerta,Disponible
4632,001-82-8168,puerta a puerta,No Dsiponible
4633,427-66-3674,encomienda,cancelado
4634,234-54-5028,encomienda,aceptado
4635,331-97-8556,encomienda,en curso
4636,544-18-9457,puerta a puerta,en curso
4637,790-55-7302,comida,No Dsiponible
4638,424-58-7774,comida,en curso
4639,658-14-6866,encomienda,en curso
4640,966-93-1709,puerta a puerta,Disponible
4641,148-86-0811,viaje,aceptado
4642,958-34-3259,encomienda,aceptado
4643,029-55-8733,viaje,cancelado
4644,011-71-2186,comida,finalizado
4645,181-45-0879,comida,en curso
4646,332-99-4060,paquetes,Disponible
4647,688-10-1903,paquetes,cancelado
4648,087-77-1670,paquetes,Disponible
4649,208-35-4301,comida,No Dsiponible
4650,182-55-5004,paquetes,finalizado
4651,357-31-2608,comida,finalizado
4652,666-47-4803,viaje,aceptado
4653,035-38-1660,comida,cancelado
4654,478-18-7251,viaje,en curso
4655,334-09-0174,puerta a puerta,Disponible
4656,840-29-6099,paquetes,en curso
4657,918-20-6023,viaje,cancelado
4658,763-17-6309,puerta a puerta,finalizado
4659,391-07-9821,comida,cancelado
4660,570-97-8705,puerta a puerta,No Dsiponible
4661,086-32-9891,paquetes,en curso
4662,581-49-8750,paquetes,aceptado
4663,581-96-8767,encomienda,cancelado
4664,870-41-7601,puerta a puerta,en curso
4665,568-44-7362,paquetes,aceptado
4666,349-48-6838,paquetes,en curso
4667,689-08-5103,encomienda,finalizado
4668,646-17-4752,paquetes,No Dsiponible
4669,051-55-1896,paquetes,No Dsiponible
4670,429-10-7947,puerta a puerta,cancelado
4671,199-58-9566,paquetes,finalizado
4672,704-37-5133,puerta a puerta,finalizado
4673,398-57-4058,paquetes,Disponible
4674,853-40-4459,viaje,aceptado
4675,115-73-7132,viaje,Disponible
4676,457-52-1358,encomienda,en curso
4677,725-04-0454,puerta a puerta,cancelado
4678,751-86-5623,comida,cancelado
4679,629-87-4307,encomienda,en curso
4680,700-85-4236,comida,Disponible
4681,621-20-8837,comida,cancelado
4682,324-53-4749,comida,en curso
4683,497-80-8619,comida,aceptado
4684,603-51-4117,comida,Disponible
4685,296-57-8809,viaje,cancelado
4686,940-40-4442,puerta a puerta,No Dsiponible
4687,362-86-9260,viaje,No Dsiponible
4688,409-70-0695,viaje,finalizado
4689,452-56-4373,paquetes,finalizado
4690,938-95-1787,encomienda,aceptado
4691,417-67-9024,puerta a puerta,cancelado
4692,081-61-4827,paquetes,No Dsiponible
4693,591-83-7986,paquetes,cancelado
4694,834-75-9236,encomienda,No Dsiponible
4695,004-83-4873,encomienda,cancelado
4696,044-23-2655,encomienda,No Dsiponible
4697,284-97-1862,encomienda,No Dsiponible
4698,900-17-0065,encomienda,finalizado
4699,643-32-6713,puerta a puerta,en curso
4700,848-91-3765,encomienda,No Dsiponible
4701,816-90-4689,puerta a puerta,en curso
4702,710-84-3415,paquetes,finalizado
4703,444-86-9202,paquetes,Disponible
4704,896-47-0086,encomienda,cancelado
4705,986-05-5150,puerta a puerta,cancelado
4706,414-09-1108,encomienda,cancelado
4707,771-66-8893,puerta a puerta,finalizado
4708,991-36-2335,encomienda,No Dsiponible
4709,597-24-3633,viaje,No Dsiponible
4710,812-11-3061,paquetes,en curso
4711,609-77-3002,comida,cancelado
4712,829-05-1336,comida,finalizado
4713,112-14-9848,encomienda,No Dsiponible
4714,225-06-6706,puerta a puerta,en curso
4715,382-20-8219,viaje,Disponible
4716,222-46-3170,encomienda,en curso
4717,096-46-8945,encomienda,Disponible
4718,680-93-9603,comida,finalizado
4719,160-19-0202,puerta a puerta,finalizado
4720,952-75-1251,paquetes,cancelado
4721,065-40-8946,encomienda,finalizado
4722,242-79-0279,comida,Disponible
4723,362-17-0654,puerta a puerta,cancelado
4724,694-95-1165,comida,en curso
4725,378-69-0631,puerta a puerta,en curso
4726,514-77-1998,paquetes,Disponible
4727,579-55-1504,encomienda,aceptado
4728,064-99-4232,puerta a puerta,finalizado
4729,584-20-3720,puerta a puerta,Disponible
4730,392-28-1453,comida,Disponible
4731,452-16-3517,paquetes,cancelado
4732,913-44-3005,puerta a puerta,en curso
4733,438-82-8182,encomienda,en curso
4734,866-61-5201,puerta a puerta,No Dsiponible
4735,289-97-3315,viaje,Disponible
4736,808-45-2017,puerta a puerta,Disponible
4737,297-79-5826,paquetes,en curso
4738,463-02-1447,puerta a puerta,finalizado
4739,923-48-6873,comida,Disponible
4740,587-93-4798,encomienda,finalizado
4741,329-35-4865,viaje,en curso
4742,439-34-4313,viaje,aceptado
4743,514-49-3001,puerta a puerta,No Dsiponible
4744,108-41-8123,viaje,en curso
4745,008-42-4301,puerta a puerta,finalizado
4746,746-56-5156,comida,finalizado
4747,621-28-0682,comida,Disponible
4748,956-51-7289,comida,No Dsiponible
4749,927-83-3678,puerta a puerta,Disponible
4750,725-02-0973,paquetes,Disponible
4751,807-42-1061,paquetes,finalizado
4752,622-33-1863,encomienda,en curso
4753,491-36-6254,paquetes,finalizado
4754,471-72-7749,paquetes,aceptado
4755,857-09-5306,encomienda,cancelado
4756,978-80-5208,comida,No Dsiponible
4757,616-82-1848,puerta a puerta,aceptado
4758,158-22-0335,paquetes,finalizado
4759,581-58-5225,viaje,aceptado
4760,177-60-7489,paquetes,Disponible
4761,898-54-2930,comida,finalizado
4762,759-01-0655,encomienda,aceptado
4763,875-01-3164,puerta a puerta,en curso
4764,566-08-8644,encomienda,finalizado
4765,200-20-5345,puerta a puerta,Disponible
4766,407-03-1763,encomienda,finalizado
4767,289-54-5815,comida,en curso
4768,875-75-8173,comida,finalizado
4769,922-44-8263,encomienda,cancelado
4770,539-45-5362,paquetes,finalizado
4771,879-96-0455,puerta a puerta,en curso
4772,568-36-3477,encomienda,No Dsiponible
4773,420-76-0813,viaje,Disponible
4774,926-45-3448,paquetes,finalizado
4775,534-01-4395,comida,finalizado
4776,663-60-0934,encomienda,en curso
4777,588-74-9408,puerta a puerta,No Dsiponible
4778,691-57-0686,encomienda,aceptado
4779,291-06-5183,encomienda,cancelado
4780,259-14-3938,encomienda,cancelado
4781,006-70-9140,viaje,cancelado
4782,470-42-5979,viaje,en curso
4783,687-64-9062,comida,Disponible
4784,936-36-5684,puerta a puerta,Disponible
4785,914-22-3515,puerta a puerta,en curso
4786,490-78-7284,viaje,en curso
4787,503-17-6561,encomienda,Disponible
4788,676-62-7462,viaje,cancelado
4789,142-46-5996,paquetes,cancelado
4790,183-64-8638,puerta a puerta,finalizado
4791,571-94-6131,viaje,en curso
4792,831-18-8563,encomienda,Disponible
4793,557-89-4951,viaje,en curso
4794,147-45-1033,paquetes,aceptado
4795,037-27-1771,paquetes,aceptado
4796,939-46-3368,puerta a puerta,No Dsiponible
4797,512-36-1756,paquetes,cancelado
4798,043-46-6900,paquetes,aceptado
4799,753-69-9426,viaje,cancelado
4800,373-76-8928,viaje,aceptado
4801,229-65-1438,viaje,en curso
4802,343-97-4584,viaje,finalizado
4803,431-96-9027,viaje,No Dsiponible
4804,264-18-7655,comida,cancelado
4805,143-57-0620,paquetes,cancelado
4806,824-50-2543,puerta a puerta,cancelado
4807,733-85-3996,encomienda,No Dsiponible
4808,584-25-6069,viaje,en curso
4809,518-87-2127,comida,Disponible
4810,639-05-8949,comida,finalizado
4811,414-09-8109,viaje,No Dsiponible
4812,434-16-3318,paquetes,aceptado
4813,589-71-9829,puerta a puerta,No Dsiponible
4814,157-68-4654,encomienda,No Dsiponible
4815,885-42-4888,puerta a puerta,cancelado
4816,568-57-3141,viaje,aceptado
4817,771-89-3282,comida,cancelado
4818,629-05-2800,comida,No Dsiponible
4819,941-38-9389,paquetes,finalizado
4820,800-10-4565,paquetes,Disponible
4821,258-76-5923,comida,aceptado
4822,781-35-9466,paquetes,No Dsiponible
4823,149-90-9546,puerta a puerta,Disponible
4824,723-41-6298,comida,No Dsiponible
4825,613-95-2784,viaje,en curso
4826,409-32-1078,comida,finalizado
4827,179-16-2015,comida,finalizado
4828,928-39-7919,comida,finalizado
4829,001-64-9023,paquetes,Disponible
4830,880-77-3319,puerta a puerta,cancelado
4831,509-33-0641,encomienda,finalizado
4832,272-06-0098,encomienda,en curso
4833,721-90-7856,encomienda,No Dsiponible
4834,927-41-8614,paquetes,aceptado
4835,618-77-3935,paquetes,finalizado
4836,376-69-0423,viaje,Disponible
4837,827-96-5723,encomienda,Disponible
4838,865-72-4106,paquetes,cancelado
4839,097-23-9035,viaje,cancelado
4840,388-52-5851,encomienda,cancelado
4841,589-80-1096,comida,No Dsiponible
4842,289-31-9960,puerta a puerta,No Dsiponible
4843,051-73-5725,viaje,No Dsiponible
4844,490-03-1673,puerta a puerta,No Dsiponible
4845,668-51-5323,puerta a puerta,No Dsiponible
4846,398-50-9604,puerta a puerta,aceptado
4847,421-95-1455,viaje,en curso
4848,963-01-2192,comida,en curso
4849,161-82-2217,viaje,finalizado
4850,897-08-2004,encomienda,Disponible
4851,559-82-5058,puerta a puerta,finalizado
4852,326-01-0493,comida,aceptado
4853,964-55-7755,puerta a puerta,No Dsiponible
4854,275-94-2712,encomienda,aceptado
4855,800-45-0602,puerta a puerta,Disponible
4856,667-40-7048,viaje,aceptado
4857,013-39-7876,encomienda,en curso
4858,899-34-6015,puerta a puerta,finalizado
4859,588-94-0455,encomienda,aceptado
4860,692-27-0515,viaje,en curso
4861,754-96-5864,puerta a puerta,cancelado
4862,694-31-2569,puerta a puerta,Disponible
4863,777-05-7494,puerta a puerta,No Dsiponible
4864,513-98-9828,puerta a puerta,Disponible
4865,844-15-0485,encomienda,Disponible
4866,785-39-1148,puerta a puerta,aceptado
4867,349-21-9196,paquetes,cancelado
4868,070-68-1095,encomienda,Disponible
4869,178-92-2214,paquetes,cancelado
4870,013-86-5514,paquetes,No Dsiponible
4871,325-17-0053,viaje,No Dsiponible
4872,601-36-2383,paquetes,en curso
4873,748-22-8138,viaje,No Dsiponible
4874,178-40-4350,viaje,finalizado
4875,940-12-3284,viaje,aceptado
4876,651-17-7143,paquetes,No Dsiponible
4877,136-31-6200,paquetes,aceptado
4878,368-80-2279,comida,finalizado
4879,292-96-5301,puerta a puerta,No Dsiponible
4880,759-67-7954,viaje,finalizado
4881,072-86-3065,encomienda,cancelado
4882,527-18-8882,comida,finalizado
4883,928-43-8077,comida,aceptado
4884,372-65-2061,comida,cancelado
4885,181-42-8219,paquetes,Disponible
4886,350-64-5107,comida,cancelado
4887,051-08-1519,paquetes,Disponible
4888,081-04-0284,encomienda,cancelado
4889,212-44-8030,puerta a puerta,cancelado
4890,861-25-4523,paquetes,No Dsiponible
4891,996-50-4532,encomienda,finalizado
4892,213-07-2871,encomienda,Disponible
4893,359-68-5697,puerta a puerta,finalizado
4894,242-39-2596,encomienda,aceptado
4895,780-90-8108,viaje,en curso
4896,107-56-7177,comida,en curso
4897,951-19-5889,encomienda,Disponible
4898,878-79-3286,viaje,finalizado
4899,309-88-4869,puerta a puerta,aceptado
4900,805-60-5616,puerta a puerta,cancelado
4901,198-10-4582,comida,aceptado
4902,301-66-3970,encomienda,en curso
4903,082-72-8357,viaje,Disponible
4904,099-78-3287,puerta a puerta,aceptado
4905,546-34-0374,paquetes,en curso
4906,551-45-1745,paquetes,finalizado
4907,065-36-6751,viaje,Disponible
4908,548-64-3239,puerta a puerta,Disponible
4909,838-40-8380,puerta a puerta,en curso
4910,017-86-7205,paquetes,cancelado
4911,479-63-2170,viaje,aceptado
4912,887-09-7124,comida,No Dsiponible
4913,033-31-6965,paquetes,finalizado
4914,730-51-7268,encomienda,finalizado
4915,899-76-3027,encomienda,cancelado
4916,960-25-2195,puerta a puerta,aceptado
4917,646-12-9028,comida,Disponible
4918,498-88-5880,puerta a puerta,Disponible
4919,224-79-0508,comida,aceptado
4920,733-13-2634,puerta a puerta,finalizado
4921,593-63-4562,encomienda,aceptado
4922,456-12-1386,puerta a puerta,No Dsiponible
4923,885-10-3660,puerta a puerta,en curso
4924,123-85-9600,comida,aceptado
4925,283-01-3372,viaje,cancelado
4926,898-47-0626,encomienda,aceptado
4927,973-38-9799,puerta a puerta,aceptado
4928,008-20-0396,puerta a puerta,en curso
4929,021-71-1749,encomienda,aceptado
4930,837-87-5299,comida,No Dsiponible
4931,724-94-7631,paquetes,finalizado
4932,006-29-8815,encomienda,Disponible
4933,362-01-8739,comida,finalizado
4934,301-51-8319,viaje,finalizado
4935,139-38-2815,paquetes,No Dsiponible
4936,309-15-7724,viaje,Disponible
4937,746-72-8663,paquetes,Disponible
4938,425-84-0003,puerta a puerta,cancelado
4939,134-71-5766,viaje,aceptado
4940,109-23-8767,puerta a puerta,finalizado
4941,698-35-9727,viaje,No Dsiponible
4942,631-76-1487,puerta a puerta,aceptado
4943,548-06-1699,puerta a puerta,Disponible
4944,838-96-6957,encomienda,finalizado
4945,545-05-9893,viaje,finalizado
4946,880-87-9908,encomienda,No Dsiponible
4947,415-69-7685,puerta a puerta,en curso
4948,898-96-7576,paquetes,cancelado
4949,036-57-6466,viaje,en curso
4950,136-85-9748,puerta a puerta,aceptado
4951,169-16-4046,comida,No Dsiponible
4952,457-38-0232,viaje,cancelado
4953,039-48-7400,viaje,finalizado
4954,475-09-6921,encomienda,No Dsiponible
4955,805-18-3630,paquetes,cancelado
4956,713-49-7811,paquetes,finalizado
4957,632-14-6550,encomienda,No Dsiponible
4958,752-60-0281,viaje,aceptado
4959,755-79-3523,paquetes,finalizado
4960,270-05-9267,puerta a puerta,cancelado
4961,980-53-9489,paquetes,No Dsiponible
4962,838-43-8567,encomienda,No Dsiponible
4963,000-77-2339,viaje,en curso
4964,065-40-9565,puerta a puerta,cancelado
4965,251-56-1927,encomienda,cancelado
4966,023-42-2848,puerta a puerta,aceptado
4967,926-41-1562,encomienda,finalizado
4968,417-20-8404,paquetes,cancelado
4969,890-31-2566,viaje,finalizado
4970,502-57-1264,paquetes,Disponible
4971,989-48-7904,viaje,en curso
4972,606-73-4532,viaje,finalizado
4973,211-82-3093,paquetes,en curso
4974,668-36-1066,encomienda,cancelado
4975,887-22-5868,viaje,en curso
4976,518-64-2583,comida,aceptado
4977,007-97-4962,encomienda,cancelado
4978,378-52-6602,paquetes,No Dsiponible
4979,986-35-3945,comida,Disponible
4980,198-69-7817,viaje,en curso
4981,155-68-4533,viaje,cancelado
4982,630-11-2885,paquetes,finalizado
4983,644-26-7022,puerta a puerta,finalizado
4984,741-04-7727,puerta a puerta,cancelado
4985,870-59-7375,paquetes,No Dsiponible
4986,180-87-0706,puerta a puerta,cancelado
4987,047-98-4537,paquetes,en curso
4988,208-21-0146,comida,No Dsiponible
4989,847-12-4703,encomienda,en curso
4990,385-60-7605,comida,aceptado
4991,981-74-0614,viaje,cancelado
4992,865-84-0113,puerta a puerta,en curso
4993,949-72-3739,encomienda,cancelado
4994,937-40-3113,encomienda,finalizado
4995,837-28-1076,comida,aceptado
4996,204-96-7043,viaje,en curso
4997,927-42-6188,viaje,aceptado
4998,401-20-2450,viaje,No Dsiponible
4999,827-98-1155,puerta a puerta,No Dsiponible
5000,129-50-0082,puerta a puerta,Disponible
5001,837-81-4198,encomienda,finalizado
5002,021-33-6319,viaje,Disponible
5003,834-15-4284,puerta a puerta,No Dsiponible
5004,280-47-9195,paquetes,Disponible
5005,436-67-6638,comida,Disponible
5006,757-36-0115,paquetes,en curso
5007,374-52-0560,viaje,aceptado
5008,785-64-9837,comida,No Dsiponible
5009,528-82-3652,comida,Disponible
5010,971-84-1574,puerta a puerta,No Dsiponible
5011,014-78-9040,puerta a puerta,No Dsiponible
5012,552-57-4104,paquetes,cancelado
5013,453-10-2308,paquetes,cancelado
5014,818-46-1241,comida,Disponible
5015,035-18-0506,encomienda,en curso
5016,692-78-2742,comida,Disponible
5017,046-66-2680,encomienda,cancelado
5018,451-78-7258,encomienda,finalizado
5019,934-12-1958,comida,finalizado
5020,024-93-8451,paquetes,aceptado
5021,460-02-9271,puerta a puerta,cancelado
5022,151-10-1484,viaje,finalizado
5023,288-92-9004,comida,Disponible
5024,210-79-5193,encomienda,en curso
5025,363-14-3241,comida,cancelado
5026,553-23-3652,comida,en curso
5027,488-19-6555,puerta a puerta,finalizado
5028,269-55-5832,viaje,finalizado
5029,925-69-5401,puerta a puerta,No Dsiponible
5030,149-83-5771,comida,en curso
5031,133-16-9267,comida,aceptado
5032,163-58-8440,paquetes,en curso
